Paper Title,Venue,Year,Data,Users,Users lables,Tasks,Tasks Labels,"Visualization Levels (Disseminative visualization, Observational visualization, Analytical visualization, Model-developmental visualization)",Visual Representations,Visual analytics techniques (approach),DOI Link,Keyword Search On,Notes,link in Dropbox,Search
Visualization of Indoor Sensor Data to Reduce the Risk of COVID-19 Infection,,2023,indoor air quality (IAQ) parameters,stakeholders,[Public]," the investigation of the impact of different air quality parameters on the risk of COVID-19 transmission within buildings
 the development of a framework for defining visualization needs, assets, and appropriate tools for monitoring virus risk based on research papers and stakeholder interviews.",Analyze/Understand,"Analytical Visualization, Observational Visualization","line chart, tabular form, Alert list, Widgets, Bar chart, Map, Cumulative frequency graph, Box-plot, Histograms Analysis  
",reviewing existing visualization possibilities in research papers related to IAQ and COVID-19,,,,https://www.dropbox.com/scl/fi/a4zc8a14qdjqa5xpj7401/Visualization-of-Indoor-Sensor-Data-to-Reduce-the.pdf?rlkey=6yzl7sxznejxq9wewbfspla4w&dl=0,1st round
Visualizing COVID-19 pandemic risk through network connectedness,,2020,the spread of COVID-19,,,They proposed an application of a well-established scientific approach – the network analysis – to provide a direct visualization of the COVID-19 pandemic risk; infographics are provided in the figures.,Visualize,Analytical Visualization,"bar chart, network graphs","involves the novel application of network analysis, a well-established scientific approach, to estimate pandemic risk associated with the spread of COVID-19",https://doi.org/10.1016/j.ijid.2020.05.011,Pandemic + visualization,,https://www.dropbox.com/scl/fi/cqrq3v281s2wsdefdt75h/1-s2.0-S1201971220303179-main.pdf?rlkey=oouhpp88rf75uu2is5zmf4a81&dl=0,2nd round
Visualizing Hope Through Black Children’s Multimodal Messages Reflecting the Multiple Pandemics,,2023,,,,,,,,,https://doi.org/10.1525/dcqr.2023.12.2.54,Pandemic + visualization,couldn't access,,2nd round
Visualizing shifts in gendered parenting attitudes during COVID-19,,2021,Unsure (?) - data collected by unsure what type of data,,,analyze shifts in gendered parenting attitudes before and during the pandemic,Analyze,Observational Visualization,"plot, ",collecting and analyzing data on gendered parenting attitudes before and during the pandemic,https://doi.org/10.1177/23780231211013128,,,https://www.dropbox.com/scl/fi/m6v8etlzmwaxs4pv3or9h/mize-et-al-2021-visualizing-shifts-in-gendered-parenting-attitudes-during-covid-19.pdf?rlkey=m5w4dkh90dqy1qx9p5udif8ce&dl=0,1st round
Visualizing Social Media Research in the Age of COVID-19,,2020,Unsure (?),,,"Understanding trends and patterns in social media research activity during the COVID-19 pandemic.
Analyzing the topics, sentiments, and engagement levels of social media discussions related to COVID-19 research.
Identifying key influencers, networks, and collaborations in COVID-19 research on social media platforms.",Analyze,Analytical Visualization,"stacked bar chart, word cloud, Thematic map, clusters with network visualization map, country collaboration map, ","Text mining and natural language processing techniques to analyze and extract insights from social media text data.
Network analysis to identify influential nodes, communities, and patterns in COVID-19 research networks on social media.
Time series analysis to detect trends and patterns in social media activity related to COVID-19 research.
Sentiment analysis to gauge public sentiment and attitudes towards COVID-19 research topics on social media platforms",https://doi.org/10.3390/info13080372,,,https://www.dropbox.com/scl/fi/oe2yu4v1g7c3h5q7fohw5/Visualizing-Social-Media-Research-in-the-Age-of-COVID-19.pdf?rlkey=ato4s9y0n4rjvlvoni62oon0b&dl=0,1st round
Visualizing the COVID-19 pandemic response in Canadian higher education: an extended photo essay,,2021,Unsure (?),,,They utilized an extended photo essay method and narrative response to document the changes seen in a local university environment,Understand,Observational Visualization,they utilize an extended photo essay method and narrative response to document the changes seen in the local university environment  ,"Qualitative analysis techniques such as thematic analysis, content analysis, and narrative analysis to interpret and make sense of the data.
Reflexive analysis to critically engage with and reflect on the researcher's own experiences and biases in documenting the changes observed.
Integration of literature reviews, survey results, research diary entries, and policy excerpts to contextualize and enrich the narrative response and photo essay",https://doi.org/10.1080/03075079.2020.1843151,Emergency responses + visualization,,https://www.dropbox.com/scl/fi/wfnncioq1o2iprqgb57qj/Visualizing-the-COVID-19-pandemic-response-in-Canadian-higher-education-an-extended-photo-essay.pdf?rlkey=j70nqry2c2tlezs6hzvlo9w8g&dl=0,1st & 2nd round
Visualizing the geographic and demographic distribution of COVID-19,,2020,Data are publicly available from the Public Health Agency of Canada and the 2016 Canadian census.,,,"Investigating the correlation between COVID-19 infections and the percentage of residents belonging to specific racial/ethnic groups, particularly the Black community, across census subdivisions in Canada.
Identifying areas where COVID-19 infections are more prevalent among certain racial/ethnic groups, providing insights into potential disparities in healthcare access or social determinants of health.",Analyze,Analytical Visualization,"Choropleth map, Color gradients or shading on the map","Spatial analysis: Analyzing geographic patterns and relationships between COVID-19 infections and demographic variables across different regions in Canada.
Bivariate choropleth mapping: A visual analytics technique used to visualize the correlation between two variables spatially, allowing for the identification of areas with high concentrations of COVID-19 infections and a higher percentage of Black residents.
Comparative analysis: Comparing the spatial distribution of COVID-19 infections and demographic characteristics in Canada with similar trends observed in the United States, particularly regarding areas with higher shares of Black population experiencing more infections.",https://doi.org/10.1177/2378023120948715,,,https://www.dropbox.com/scl/fi/t3urh2mludv9mr3hc627y/denice-et-al-2020-visualizing-the-geographic-and-demographic-distribution-of-covid-19.pdf?rlkey=5p1igmrplmo75re9whlbgm6qs&dl=0,1st round
Visualizing the historical COVID-19 shock in the US airline industry: A Data Mining approach for dynamic market surveillance,,2022,Data from US Bureau of Transportation Statistics (BTS),Decision-makers and strategists within the airline industry,[Policymakers],"Extracting market knowledge from the dataset of industry players or competitors.
Identifying market trends, mergers and acquisitions (M&A) events, and assessing the impact of external factors such as the COVID-19 pandemic on the airline industry.
Supporting strategic decision-making processes within airlines by providing insights derived from data analysis.",Analyze,"Observational Visualization, Analytical Visualization","this work combines two clustering techniques (Self-Organizing Maps, SOMs, and K means) via unsupervised learning with promising dynamic applications in different sectors","Data mining: Utilizing clustering techniques such as SOMs and K-means for unsupervised learning to identify patterns and group similar airlines based on market characteristics.
Visualization: Using visualizations to present the results of the data mining process in an interpretable and actionable format.
Dynamic applications: Incorporating dynamic and interactive features into the visualization tool to enable users to explore the data and gain insights in real-time.",http://dx.doi.org/10.1016/j.jairtraman.2022.102194,,,https://www.dropbox.com/scl/fi/mncuy12tuo8s116w6pp3e/Visualizing-the-historical-COVID-19-shock-in-the-US-airline-industry-A-Data-Mining-approach-for-dynamic-market-surveillance.pdf?rlkey=tx9ukzvhdgvuejip0b99osy4q&dl=0,1st round
Visualizing waypoints‐constrained origin‐destination patterns for massive transportation data,CGF,2016,,,,,,,,,https://doi.org/10.1111/cgf.12778,Emergency responses + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/z6yx2n9m9ez5cgpefy9k4/Computer-Graphics-Forum-2015-Zeng-Visualizing-Waypoints-Constrained-Origin-Destination-Patterns-for-Massive.pdf?rlkey=8vuvixkhwfsivtcmo43hecl30&dl=0,2nd round
Waste management beyond the COVID-19 pandemic: Bibliometric and text mining analyses,,2023,,,,,,,"network visualization, bar chart, clusters, density visualization map",,https://doi.org/10.1016/j.gr.2021.12.015,Pandemic + visualization,"survey paper, bibliometric analysis",https://www.dropbox.com/scl/fi/znd6wv9s55av3hw379ykv/Waste-management-beyond-the-COVID-19-pandemic-Bibliometric-and.pdf?rlkey=wd17rxnjhb65hgx04i59j5mcy&dl=0,2nd round
What can we learn from the JATM literature for the future of aviation post Covid-19?-A bibliometric and visualization analysis,,2020,Journal of Air Transport Management (JATM),,,,,,"pi chart, bar chart, stacked bar chart, network visualization, ",,https://doi.org/10.1016/j.jairtraman.2020.101916,,bibliometric analysis,https://www.dropbox.com/scl/fi/hsv086j4izm3xby0xxq25/What-can-we-learn-from-the-JATM-literature-for-the-future-of-aviation-post.pdf?rlkey=k1zgm88og3uo84s2gg787oa1q&dl=0,1st round
Wizualization: A “Hard Magic” Visualization System for Immersive and Ubiquitous Analytics,IEEE TVCG,2023,"User can upload their own dataset(?) In the paper, the example used is the NHANES (National Health and Nutrition Examination Survey) dataset, which catalogs the health and nutritional status of adults and children in the United States",Analysts and researchers,[Domain Subtype]: Analysts and researchers,"They introduced WIZUALIZATION, a visual analytics system for eXtended Reality (XR) ",Model,Model-Developmental Visualization,"visualization story. They used visual analytics system for eXtended Reality (XR) that enables an analyst to author and interact with visualizations using a system through gestures, speech commands, and touch interaction.","Gesture recognition: Utilizing algorithms and techniques to recognize and interpret user gestures for navigation and interaction within the XR environment.
Speech recognition: Implementing speech recognition technology to interpret spoken commands and execute corresponding actions within the visualization system.
Cross-device infrastructure: Establishing a communication framework (ARCANE FOCUSES) for seamless interaction between different devices and components of the system.
Grammar of graphics for XR: Developing a set of rules and guidelines (OPTOMANCY) for creating and rendering visualizations within the XR environment, ensuring consistency and effectiveness in communication.",https://doi.org/10.1109/TVCG.2023.3326580,Pandemic + visualization,,https://www.dropbox.com/scl/fi/uukp1rlhnvqrkslysuejo/Wizualization_A_Hard_Magic_Visualization_System_for_Immersive_and_Ubiquitous_Analytics.pdf?rlkey=m4jf82xyl93za5hw78g8skvj6&dl=0,1st & 2nd round
XAutoML: A Visual Analytics Tool for Understanding and Validating Automated Machine Learning,ACM TIIS,2023,,,,,,,,,https://doi.org/10.1145/3625240,Healthcare + visualization,Not related with COVID-19 or any pandemic,https://www.dropbox.com/scl/fi/ap1sa06bjxw1evnczhejb/XAutoML-A-Visual-Analytics-Tool-for-Understanding-and-Validating-Automated-Machine-Learning.pdf?rlkey=wlxt3u4xyzblct7c7zy52av47&dl=0,2nd round
